zip,domestic_residential_occupancy,single_family_dwellings,two_unit_residential_structures,three_unit_residential_structures,four_unit_residential_structures,five_unit_residential_structures,six_to_12_unit_residential_structures,more_than_12_unit_residential_structures,combination_residential_commercial_structures,commercial_structures,industrial_structures,grand_total,year,NAME,total_population,white,black,native_american,asian,pacific_islander,other_race,two_or_more_races,pct_white,pct_black,pct_asian,pct_native_american,pct_pacific_islander,pct_other_race,pct_two_or_more_races,debt_per_capita,debt_per_1000_people,median_income,log_debt_per_capita,log_income,pct_nonwhite
60659,531.01,818785.55,585769.8,403126.45,121165.01,0,210808.24,235401.34,119293.3,251139.37,16088.96,2762109.03,2022,ZCTA5 60659,42621,19216,3609,794,11547,15,2625,4815,0.4508575584805613,0.08467656788906877,0.270922784542831,0.01862931418784167,3.5193918490884773e-4,0.06158935735904836,0.11297247835574012,64.80629337650454,64806.29337650454,64202,4.1867154777775,11.069789641840794,0.5491424415194387
60660,4.74,218378.85,248401.01,66564.62,165851.7,223.1,105464.81,426009.32,78298.04,209567.58,1470.24,1520234.01,2022,ZCTA5 60660,42895,23107,6252,95,6525,108,1975,4833,0.5386874927147686,0.1457512530597972,0.15211563119244667,0.00221471033920037,0.00251777596456463,0.04604266231495512,0.1126704744142674,35.44082084158993,35440.820841589935,63596,3.5956895979775148,11.0603058542686,0.46131250728523143
60661,0,0,0,546.5,-26,0,9904.62,45111.62,30818.8,89834.4,448599.95,624789.89,2022,ZCTA5 60661,11513,7199,467,0,2896,0,193,758,0.6252931468774429,0.04056284200469035,0.25154173542951447,0,0,0.01676365847303048,0.0658386172153218,54.268208981151744,54268.20898115174,139748,4.012197860419665,11.847596079644813,0.37470685312255714
60706,0,0,0,0,0,0,0,0,0,0,0,0,2022,ZCTA5 60706,24233,19410,206,76,2042,0,1517,982,0.8009738785953039,0.00850080468782239,0.0842652581190938,0.00313621920521602,0,0.06260058597779887,0.04052325341476499,0,0,81678,0,11.310539966740528,0.1990261214046961
60707,234.2,1456915.79,347140.77,107162.44,70657.38,0,32367.15,12533.42,36554.25,176484.09,74384.29,2314433.78,2022,ZCTA5 60707,40845,25213,2909,198,1395,0,6748,4382,0.6172848573876851,0.0712204676214959,0.03415350716121924,0.00484759456481821,0,0.16520994001713796,0.10728363324764352,56.66382127555392,56663.82127555392,76343,4.054629962569893,11.242991623404993,0.3827151426123149
60712,0,0,0,0,0,0,0,0,0,0,0,0,2022,ZCTA5 60712,13268,8924,466,7,3046,0,155,670,0.6725957190232138,0.03512209828157974,0.22957491709375943,5.275851673198674e-4,0,0.0116822429906542,0.05049743744347301,0,0,99390,0,11.506806783962052,0.3274042809767862
60714,0,0,0,0,0,0,0,0,0,0,0,0,2022,ZCTA5 60714,30857,20476,641,198,6627,20,888,2007,0.6635771461904916,0.02077324432057556,0.21476488317075543,0.00641669637359432,6.481511488479113e-4,0.02877791100884726,0.06504196778688791,0,0,76052,0,11.239172595829476,0.3364228538095084
60803,0,0,0,0,0,0,0,0,0,0,0,0,2022,ZCTA5 60803,22198,13740,4606,195,356,0,1575,1726,0.6189746824038201,0.20749617082620056,0.016037480854131,0.00878457518695378,0,0.07095233804847284,0.07775475268042166,0,0,62992,0,11.050763013183518,0.38102531759617986
60804,0,0,0,0,0,0,0,0,0,0,183.27,183.27,2022,ZCTA5 60804,84189,20624,3045,1008,463,7,47596,11446,0.2449726211262754,0.03616862060364181,0.00549953081756524,0.01197306061361935,8.314625426124553e-5,0.5653470168311775,0.13595600375345948,0.00217688771692263,2.176887716922639,64325,0.0021745217298931156,11.071703637149945,0.7550273788737246
60805,0,0,0,0,0,0,0,0,0,0,0,0,2022,ZCTA5 60805,19730,12317,4551,33,468,0,664,1697,0.6242777496198683,0.2306639635073492,0.02372022301064369,0.00167257982767359,0,0.03365433350228079,0.08601115053218449,0,0,92266,0,11.432430988597913,0.37572225038013174
60827,0,1958379.89,448694.16,0,3315.5,0,0,8727.36,13107.55,131967.69,-116.78,2564075.37,2022,ZCTA5 60827,25538,939,22894,25,15,0,697,968,0.03676873678439971,0.8964680084579841,5.87360012530347e-4,9.78933354217245e-4,0,0.02729266191557678,0.03790429947529172,100.40235609679694,100402.35609679694,35835,4.619096326555748,10.48668034842802,0.9632312632156003
60007,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60007,32768,24757,760,82,3690,0,913,2566,0.755523681640625,0.023193359375,0.11260986328125,0.00250244140625,0,0.027862548828125,0.07830810546875,0,0,94051,0,11.451592467314862,0.244476318359375
60018,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60018,28820,17848,618,714,2818,0,2415,4407,0.619292158223456,0.02144344205412907,0.09777931991672448,0.02477446217904233,0,0.08379597501734906,0.1529146426092991,0,0,75528,0,11.232258727412352,0.38070784177654404
60053,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60053,24910,14091,387,155,8397,0,538,1342,0.5656764351665997,0.01553592934564431,0.3370935367322361,0.00622240064231232,0,0.02159775190686471,0.05387394620634284,0,0,102940,0,11.541901573206745,0.4343235648334003
60077,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60077,29330,14480,2671,69,8468,8,1229,2405,0.4936924650528469,0.0910671667234913,0.2887146266621207,0.00235254006137061,2.727582679849983e-4,0.04190248891919536,0.08199795431299012,0,0,77826,0,11.262230844568728,0.5063075349471531
60103,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60103,42047,28706,1592,320,6710,26,2556,2137,0.6827122030109164,0.03786239208504768,0.15958332342378767,0.00761053107237139,6.183556496301757e-4,0.06078911694056651,0.05082407781768022,0,0,127138,0,11.753028389676095,0.3172877969890836
60153,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60153,23385,3183,14167,56,239,0,3849,1891,0.13611289288005132,0.6058156938208253,0.01022022664100919,0.00239469745563395,0,0.1645926876202694,0.08086380158221082,0,0,64767,0,11.07855149336457,0.8638871071199486
60160,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60160,25177,9882,998,174,95,0,8524,5504,0.3925010922667514,0.03963935337808317,0.0037732851412003,0.00691106962704055,0,0.3385629741430671,0.2186122254438575,0,0,64400,0,11.072868912092446,0.6074989077332487
60171,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60171,10532,7580,3,197,145,0,2111,496,0.7197113558678314,2.84846183061147e-4,0.0137675655146221,0.01870489935434865,0,0.2004367641473604,0.0470945689327763,0,0,72466,0,11.190872765326805,0.2802886441321686
60176,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60176,11600,7966,148,0,753,0,2034,699,0.6867241379310345,0.01275862068965517,0.06491379310344828,0,0,0.1753448275862069,0.06025862068965517,0,0,65862,0,11.095316922915371,0.3132758620689655
60201,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60201,43122,27997,5904,99,4533,17,933,3639,0.6492509623857892,0.13691387226937526,0.10512035619869207,0.00229581188256574,3.942303232688651e-4,0.02163628774175595,0.08438847919855294,0,0,89032,0,11.396751134653261,0.35074903761421083
60301,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60301,3207,1686,505,104,423,0,159,330,0.5257249766136576,0.1574680386654194,0.13189897100093545,0.03242906142812597,0,0.04957904583723106,0.1028999064546305,0,0,89654,0,11.403713095996656,0.4742750233863424
60302,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60302,33063,20959,6934,111,1576,10,746,2727,0.6339110183588906,0.20972083597979616,0.04766657593079878,0.00335722711187732,3.024528929619212e-4,0.02256298581495932,0.08247890391071591,0,0,94036,0,11.451432966657913,0.36608898164110937
60304,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60304,17564,11313,2805,43,1179,0,435,1789,0.6441015713960373,0.1597016624914598,0.06712593942154407,0.0024481894784787,0,0.024766567979959,0.10185606923252108,0,0,130290,0,11.777518014196977,0.3558984286039627
60402,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60402,64659,24719,5006,497,2208,0,22937,9292,0.3822979012975765,0.07742154997757467,0.03414837841599777,0.00768647829381833,0,0.35473793284770877,0.14370775916732395,0,0,71449,0,11.176739187458812,0.6177020987024235
60406,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60406,24959,11180,8270,35,145,65,3533,1731,0.4479346127649345,0.3313434031812172,0.0058095276253055,0.00140229977162546,0.00260427100444729,0.1415521455186506,0.06935374013381947,0,0,55830,0,10.930066638304407,0.5520653872350655
60419,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60419,21283,1056,19409,8,43,0,200,567,0.04961706526335573,0.9119485035004464,0.00202039186204952,3.758868580557253e-4,0,0.00939717145139313,0.02664098106469952,0,0,54748,0,10.910496117331157,0.9503829347366443
60456,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60456,4299,2984,83,12,55,0,556,609,0.6941149104442894,0.01930681553849732,0.01279367294719702,0.00279134682484298,0,0.1293324028843917,0.14166085136078158,0,0,56841,0,10.948013175300472,0.3058850895557106
60459,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60459,29122,17622,432,168,738,0,4597,5565,0.6051095391800013,0.0148341460064556,0.02534166609436165,0.00576883455806606,0,0.15785316942517685,0.19109264473593848,0,0,81060,0,11.3029449001823,0.3948904608199987
60501,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60501,11655,4776,1060,150,429,0,3417,1823,0.4097812097812098,0.09094809094809096,0.0368082368082368,0.01287001287001287,0,0.2931788931788932,0.15641355641355642,0,0,55429,0,10.922858201478968,0.5902187902187902
60513,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60513,19366,15730,731,67,167,0,1007,1664,0.8122482701642053,0.03774656614685531,0.00862336052876174,0.00345967158938345,0,0.0519983476195394,0.08592378395125477,0,0,98984,0,11.502713499893812,0.1877517298357947
60546,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60546,16470,11553,752,87,386,0,1171,2521,0.7014571948998178,0.04565877352762598,0.02343655130540376,0.0052823315118397,0,0.0710989678202793,0.15306618093503338,0,0,106967,0,11.58027565466057,0.29854280510018216
60601,0,0,0,0,0,0,0,6576.56,-16.76,-114021.33,3046.66,-104414.87,2023,ZCTA5 60601,16398,9364,1076,6,4423,0,503,1026,0.571045249420661,0.06561775826320283,0.26972801561165993,3.658982802780826e-4,0,0.03067447249664593,0.06256860592755215,-6.367536894743261,-6367.536894743261,121294,NA,11.705972629570251,0.42895475057933896
60602,0,0,0,0,0,0,0,0,0,715832.68,0,715832.68,2023,ZCTA5 60602,938,433,32,247,226,0,0,0,0.4616204690831556,0.03411513859275053,0.24093816631130063,0.26332622601279315,0,0,0,763.1478464818764,763147.8464818764,167617,6.6387612867821835,12.029436893867151,0.5383795309168444
60603,0,0,0,0,0,0,0,22024.22,0,95018.18,78365.8,195408.2,2023,ZCTA5 60603,1110,594,70,0,391,0,20,35,0.5351351351351351,0.06306306306306306,0.35225225225225226,0,0,0.01801801801801801,0.03153153153153153,176.04342342342343,176043.42342342343,124888,5.176395032561166,11.735172614636502,0.4648648648648649
60604,0,0,0,0,0,0,0,0,0,115993.95,0,115993.95,2023,ZCTA5 60604,737,546,22,0,136,0,3,30,0.7408412483039348,0.02985074626865671,0.18453188602442333,0,0,0.00407055630936227,0.0407055630936228,157.38663500678425,157386.63500678426,76667,5.065039100863388,11.247226647053857,0.25915875169606517
60605,0,13197.67,0,0,0,0,1.26,14135.24,62256.91,295517.28,822.48,385930.84,2023,ZCTA5 60605,34314,20359,5210,73,5434,0,795,2443,0.5933146820539721,0.15183307104971733,0.1583610188261351,0.00212741155213615,0,0.02316838608148277,0.0711954304365565,11.24703736084397,11247.037360843971,116462,2.5052840596464,11.665320318522031,0.4066853179460279
60606,0,0,0,0,0,0,0,4802.08,45583.97,747971.16,-10097.79,788259.42,2023,ZCTA5 60606,3513,2103,69,60,1169,0,21,91,0.5986336464560205,0.01964133219470538,0.3327640193566752,0.0170794192997438,0,0.00597779675491033,0.02590378593794477,224.38355251921436,224383.55251921437,133333,5.4178036287534015,11.800605037418885,0.40136635354397954
60607,0,50643.2,76925.07,43429.69,43599.36,0.1,35640.01,762.27,62362.69,503789.81,175050.17,992202.37,2023,ZCTA5 60607,28797,16000,3350,73,6577,88,989,1720,0.5556134319547175,0.11633156231551896,0.2283918463728861,0.00253498628329339,0.00305587387575094,0.03434385526270098,0.05972844393513213,34.455060249331524,34455.060249331524,119500,3.56826598607285,11.691071650353702,0.44438656804528254
60608,3644.37,845666.26,1731066.56,937421.9,1170104.72,365.4,313577.75,51839.11,1032665.75,369219.99,202290.76,6657862.57,2023,ZCTA5 60608,82749,27555,14143,754,11715,0,18602,9980,0.3329949606641772,0.17091445213839443,0.14157270782728493,0.00911189259084701,0,0.22480029970150697,0.12060568707778946,80.45852602448369,80458.52602448368,66821,4.400094007586681,11.109772681377931,0.6670050393358228
60609,5321.5,5452590.75,10620613.35,4636244.96,3515543.55,0,137542.42,175121.1,2650068.27,1921180.78,253872.07,29368098.75,2023,ZCTA5 60609,63241,19833,14332,775,3751,54,17304,7192,0.3136098417166079,0.22662513242991095,0.05931278759032905,0.01225470817982005,8.53876440916494e-4,0.2736199617336854,0.11372369190873008,464.38384513211366,464383.84513211367,47209,6.142862538473961,10.762339831363015,0.6863901582833921
60610,20.62,92721.84,625.02,20221.28,19773.35,0,15484.25,50469.24,91617.77,83910.54,3849.84,378693.75,2023,ZCTA5 60610,42904,30791,4682,429,4339,8,389,2266,0.7176720119336193,0.10912735409285848,0.10113276151407792,0.00999906768599664,1.8646280067126608e-4,0.00906675368264031,0.05281558829013612,8.826537152713033,8826.537152713034,106277,2.2850865987201434,11.573804172151302,0.2823279880663807
60611,0,10185.03,-57.9,-1525.64,-78,0,1487.84,642400.69,242026.66,21531.48,-1822.49,914147.67,2023,ZCTA5 60611,35247,23195,1254,29,8400,0,838,1531,0.6580701903708117,0.03557749595710273,0.2383181547365733,8.227650580191222e-4,0,0.02377507305586291,0.04343632082163021,25.935474508468808,25935.474508468807,126812,3.293444172775868,11.750460953731418,0.3419298096291883
60612,-76.71,1289940.87,3194848.86,2198877.82,632754.62,528.14,259483.5,116063.65,1099446.22,-799621.17,66681.12,8058926.92,2023,ZCTA5 60612,34459,9350,19116,208,1454,13,2087,2231,0.2713369511593488,0.5547462201456804,0.04219507240488696,0.00603615891349139,3.772599320932122e-4,0.06056472909834876,0.06474360834615049,233.8700171217969,233870.0171217969,58858,5.459032242486967,10.982883042277106,0.7286630488406511
60613,0,36573.01,141031.65,133176.21,77827.02,0,16580,74300.79,81555.02,-16963.42,-4979.1,539101.18,2023,ZCTA5 60613,51961,38932,3273,214,4363,7,1661,3511,0.7492542483785917,0.06298954985469872,0.0839668212697985,0.00411847347048748,1.347164219318335e-4,0.03196628240411078,0.06756990820038106,10.375111718404188,10375.111718404189,92238,2.431427786186955,11.432127472140655,0.25074575162140833
60614,1967.46,197188.22,152812.41,235379.38,118931.43,5361.63,83157.12,124514.73,146351.01,6263.01,79973.98,1151900.38,2023,ZCTA5 60614,71701,59085,2664,32,4815,7,1535,3563,0.8240470844200221,0.03715429352449757,0.06715387512029121,4.462978201140849e-4,9.762764814995606e-5,0.02140834855859751,0.04969247290832764,16.06533214320581,16065.332143205813,135364,2.8370490455859505,11.815722725230856,0.17595291557997794
60615,8965.52,789086.37,322915.27,631640.92,534592.35,0,601032.14,744958.08,149233.42,168659.91,-1919.71,3949164.27,2023,ZCTA5 60615,42780,12515,23118,50,3545,0,634,2918,0.2925432445067789,0.5403927068723703,0.08286582515194016,0.00116877045348293,0,0.01482000935016362,0.06820944366526414,92.31333029453016,92313.33029453015,56518,4.535962973258806,10.9423144504682,0.7074567554932212
60616,-5609.73,203531.11,230651.05,178220.92,244681.75,-1.59,32104.43,177319.89,400415.7,314157.18,48353.9,1823824.61,2023,ZCTA5 60616,52707,16764,13206,546,18720,61,1222,2188,0.3180602197051625,0.25055495474984346,0.35517103989982357,0.01035915533041152,0.0011573415295881,0.02318477621568292,0.04151251256948792,34.6030813743905,34603.0813743905,72326,3.5724321895726843,11.188938956226457,0.6819397802948375
60617,16451.67,20384132.97,9674776.18,3333051.35,2388026.36,0,383250.21,516492.23,2365081.52,2254774.17,39416.06,41355452.72,2023,ZCTA5 60617,83188,17654,45463,895,330,20,12604,6222,0.21221810838101648,0.5465091118911382,0.00396691830552483,0.01075876328316584,2.404192912439294e-4,0.15151223734192432,0.07479444150598644,497.1324316007117,497132.43160071166,51203,6.21086596858142,10.843553403061053,0.7877818916189835
60618,-0.72,813931.31,2337055.65,801129.57,270178.76,0,60579.74,43287.03,541175.47,311436.51,173243.71,5352017.03,2023,ZCTA5 60618,92235,56478,2621,338,6553,159,13300,12786,0.6123272076760449,0.02841654469561446,0.07104678267468965,0.0036645525017618,0.00172385753781102,0.1441968883829349,0.1386241665311433,58.02587987206592,58025.87987206592,100976,4.077975989629907,11.52263814382402,0.38767279232395513
60619,3579.23,18023263.09,10141111.72,2874516.28,1788120.01,4672.73,1510093.02,2315734.21,2333749.45,1891737.62,212278.8,41098856.16,2023,ZCTA5 60619,60443,827,56610,174,145,1,1023,1663,0.01368231226113859,0.9365848816240094,0.00239895438677762,0.00287874526413315,1.6544513012259483e-5,0.01692503681154145,0.02751352513938752,679.9605605281008,679960.5605281008,42802,6.523504390416776,10.664340109450086,0.9863176877388614
60620,3516.88,19064475.46,9414445.21,2315039.45,1758475.72,0,1467941.22,1371811.49,2091681.24,2112166.95,396148.88,39995702.5,2023,ZCTA5 60620,68330,1210,64102,196,502,0,1154,1166,0.01770818088687253,0.9381238109176058,0.00734669983901653,0.0028684326064686,0,0.01688862871359578,0.0170642470364408,585.3315161715205,585331.5161715206,46472,6.373885356868831,10.746605259672368,0.9822918191131275
60621,17530.26,9470716.08,22623946.74,5392413.7,3655313.33,0,1370620.21,1406164.41,1680114.52,1683447.86,40549.03,47340816.14,2023,ZCTA5 60621,26997,742,24980,29,167,0,522,557,0.02748453531873912,0.9252879949624032,0.00618587250435233,0.0010741934288995,0,0.01933548172019113,0.02063192206541467,1753.5584005630255,1753558.4005630256,30163,7.469972480626622,10.314371286671152,0.9725154646812609
60622,-77.27,254867.06,727463.59,737307.7,565336.89,-0.24,73843.3,20786.33,486432.37,392923.77,-11467.93,3247415.57,2023,ZCTA5 60622,53944,39242,3341,72,2779,21,2758,5731,0.7274581047011716,0.06193459884324485,0.05151638736467447,0.00133471748479905,3.892925997330565e-4,0.05112709476494142,0.10623980424143556,60.19975474566216,60199.75474566216,119134,4.11414318208643,11.688004188994599,0.27254189529882844
60623,32.64,3794617.69,10385900.76,8565547.02,3187329,0,818284.6,863893.8,2677555.52,1829399.14,122814.93,32245375.1,2023,ZCTA5 60623,76611,19306,20720,919,471,32,21356,13807,0.25200036548276356,0.27045724504314,0.00614794220151153,0.0119956664186605,4.176945869392124e-4,0.27875892495855686,0.1802221613084283,420.897457284202,420897.457284202,37814,6.044762292291089,10.540434683407874,0.7479996345172364
60624,3296.78,2519610.33,9821193.53,5574161.85,2269990.42,0,791674.98,1497257.28,704556.67,956281.26,161565.65,24299588.75,2023,ZCTA5 60624,35664,1950,30775,9,235,0,2076,619,0.05467698519515478,0.8629149842978915,0.00658927770300583,2.5235531628532975e-4,0,0.05820995962314939,0.01735643786451323,681.3478227344101,681347.8227344101,31768,6.525539531845017,10.366214772811087,0.9453230148048453
60625,-116.92,613514.75,1125186.75,393051.41,150000.1,0,31320.31,114510.55,266750.72,217498.24,10518.59,2922234.5,2023,ZCTA5 60625,80296,43243,3571,827,11648,1,8834,12172,0.538544883929461,0.04447295008468666,0.14506326591611038,0.01029939224867988,1.2453920494171563e-5,0.1100179336455116,0.1515891202550563,36.3932761283252,36393.2761283252,83527,3.621490905592544,11.33292521186495,0.461455116070539
60626,1516.46,386370,344974.06,99076.71,56077.77,0,79645.25,510574.99,198670.76,161143.98,16156.93,1854206.91,2023,ZCTA5 60626,50135,25725,12057,418,3157,0,4167,4611,0.5131145906053655,0.24049067517702205,0.06296998105116186,0.0083374887802932,0,0.08311558791263589,0.09197167647352147,36.98428064226588,36984.28064226588,56145,3.637172406833669,10.935692909006638,0.48688540939463454
60628,3161.96,36411811.92,17442460.81,2529948.27,1896648.91,0,922801.88,662900.37,2355374.48,2417627.73,35900.19,64678636.52,2023,ZCTA5 60628,61419,2458,56319,56,60,0,1157,1369,0.0400201891922695,0.9169638059883748,9.768964001367654e-4,9.117699734609812e-4,0,0.01883781891597063,0.0222895195297872,1053.0721197023722,1053072.1197023722,48601,6.960416151525499,10.791399385808587,0.9599798108077305
60629,741.24,11612596.62,6385015.26,1278193.88,1205509.5,0,1285685.55,217176.44,1120992.42,585688.56,-6,23691593.47,2023,ZCTA5 60629,108997,35471,18584,2514,924,208,32331,18965,0.3254309751644541,0.17050010550749103,0.00847729754029927,0.02306485499600906,0.00190830940301109,0.29662284283053664,0.17399561455819884,217.36005091883263,217360.05091883265,53318,5.386145310101076,10.884029264211806,0.6745690248355459
60630,745.6,1750648.51,1218555.06,220157.96,93281.58,0,46098.68,-731.69,82467.86,265214.83,24577.69,3701016.08,2023,ZCTA5 60630,55295,35013,1209,237,7188,44,5853,5751,0.6332037254724658,0.02186454471471199,0.1299936703137716,0.00428610181752418,7.957319830002713e-4,0.10585043855683154,0.10400578714169456,66.93220146487025,66932.20146487025,91135,4.21851017052249,11.420097202659035,0.36679627452753416
60631,8.67,1024053.58,86881.17,13193.76,2897.04,0,28665.27,-2873.93,2062.97,-87972.28,-9839.06,1057077.19,2023,ZCTA5 60631,30418,24585,406,26,1303,0,1529,2569,0.8082385429679795,0.01334736011572095,0.04283647840094681,8.547570517456769e-4,0,0.05026628969689,0.08445657176671707,34.75169932276941,34751.69932276941,112974,3.576597801514375,11.634912982724483,0.19176145703202052
60632,11475.03,3256413.14,4287308.87,1013842.67,306148.25,0,40130.34,33247.23,821528.2,399942.8,156993.17,10327029.7,2023,ZCTA5 60632,86372,33023,1310,1350,6011,128,27783,16767,0.3823345528643542,0.01516695225304496,0.06959431297179641,0.01563006529893947,0.0014819617468624,0.3216667438521743,0.19412541101282824,119.56455448524984,119564.55448524984,53966,4.792185331352272,10.896109497616806,0.6176654471356458
60633,1581.05,1099233.84,293997.3,20400.28,16993.22,0,19773.01,0,145538.72,95753.49,-242079.66,1451191.25,2023,ZCTA5 60633,12440,5143,3879,15,68,0,2414,921,0.4134244372990354,0.3118167202572347,0.00546623794212218,0.00120578778135048,0,0.19405144694533763,0.07403536977491962,116.65524517684888,116655.24517684888,54956,4.767758697068228,10.914288144043839,0.5865755627009646
60634,707.27,4074159.55,1064478.87,186329.39,35213.1,0,62453.84,146.58,256194.52,268513.47,69.52,5948266.11,2023,ZCTA5 60634,75873,45878,2308,1072,4441,27,13623,8524,0.6046683273364701,0.03041925322578519,0.05853202061339343,0.01412887324871825,3.558578150330157e-4,0.17955003756276935,0.1123456301978306,78.39766596813097,78397.66596813097,82771,4.374468971953655,11.323833037478561,0.39533167266352987
60636,107748.33,17807305.84,17599852.02,3713275.02,1692513.03,135.1,624591.3,383607.69,1998132.24,935070.59,100602.33,44962833.49,2023,ZCTA5 60636,29833,1346,23494,279,84,65,2879,1686,0.0451178225455033,0.7875171789628934,0.00281567391814433,0.00935205979955083,0.00217879529380216,0.09650387155163744,0.05651459792846847,1507.150923138806,1507150.923138806,30451,7.3186396252170995,10.323874113321294,0.9548821774544967
60637,-9.04,3293160.59,5740808.55,3467225.72,2491307.09,0,876108.85,1598923.86,977135.39,1032741.97,21941.58,19499344.56,2023,ZCTA5 60637,51145,8215,37004,232,2628,0,1332,1734,0.16062176165803108,0.7235115847101379,0.05138332192785219,0.00453612278815133,0,0.02604360152507576,0.03390360739075179,381.25612591651185,381256.12591651187,37247,5.946090870623235,10.525326683651683,0.8393782383419689
60638,189.6,3926341.89,455455.27,119148.9,38826.96,0,66937.95,-14495.91,50302.04,80435.59,5445.26,4728587.55,2023,ZCTA5 60638,57799,34821,1411,1042,468,41,10348,9668,0.6024498693749026,0.02441218706205989,0.00809702590010207,0.01802799356390249,7.093548331286009e-4,0.1790342393467015,0.16726932991920276,81.81088859668851,81810.88859668851,85374,4.416559557536141,11.354796883773746,0.39755013062509736
60639,37068.71,3487077.14,5028134.79,1171614.26,329627.75,0,143648.1,19579.54,1272171.55,765686.82,265133.32,12519741.98,2023,ZCTA5 60639,85248,27485,12212,893,1652,11,28831,14164,0.322412256006006,0.14325262762762764,0.01937875375375375,0.01047531906906906,1.2903528528528528e-4,0.3382014827327327,0.16615052552552553,146.86258891704205,146862.58891704204,54969,4.996283389221185,10.914524668948285,0.677587743993994
60640,388.43,78411.71,203894.2,53633.21,111171.28,0,4917.79,177203.93,57540.01,-62663.35,-6312.05,618185.16,2023,ZCTA5 60640,67317,41036,11998,218,6387,17,2554,5107,0.6095934162247277,0.17823135315002153,0.09487945095592495,0.00323840931711157,2.5253650638026057e-4,0.0379398963114815,0.07586493753435239,9.18319532956014,9183.19532956014,69397,2.320738844932312,11.147598917894847,0.39040658377527226
60641,8099.85,1939720.3,2042242.94,321499.27,175093.75,0,14296.83,217759.4,297556.49,140094.16,258920.14,5415283.13,2023,ZCTA5 60641,68968,35157,2149,595,3697,27,15902,11441,0.5097581487066466,0.03115937826238255,0.05360457023547152,0.00862718942118083,3.914859065073657e-4,0.2305706994548196,0.16588852801299153,78.51877870896648,78518.77870896648,79884,4.375993203942734,11.288330861388705,0.4902418512933534
60642,0,90199.97,61125.2,66841.56,122646.12,0,44801.51,16912.36,212452.55,173216.89,14692.15,802888.31,2023,ZCTA5 60642,21444,14913,2117,18,1540,0,974,1882,0.6954392837157247,0.09872225331094946,0.07181495989554187,8.393956351426973e-4,0,0.04542063047938817,0.08776347696325312,37.44116349561649,37441.16349561649,137853,3.649128851480047,11.833943179000773,0.3045607162842753
60643,12315.22,16918204,2213157.21,645695.85,334303.6,0,263756.49,231615.52,572968.11,500572.82,7096.77,21699685.59,2023,ZCTA5 60643,48270,11188,33996,61,315,23,320,2367,0.2317795732338927,0.7042883778744562,0.00652579241765071,0.00126372488087839,4.7648643049512e-4,0.00662937642428009,0.0490366687383468,449.5480752019888,449548.0752019888,80461,6.110464786564472,11.295527873962465,0.7682204267661072
60644,8251.64,5278195.97,8613276.75,2434220.5,1488474.97,0,743524.02,1614234.63,1545671.22,541648.27,96059.46,22363557.43,2023,ZCTA5 60644,49445,2886,40643,372,432,21,2188,2903,0.05836788350692689,0.8219840226514309,0.00873698048336535,0.00752351097178683,4.2471432905248255e-4,0.04425118818889675,0.0587116998685408,452.2915851956719,452291.58519567194,34177,6.116535594341172,10.439308182191418,0.9416321164930731
60645,0,818207.46,364218.79,322796.55,229417.47,532.98,91723.19,554480.04,92282.52,34904.74,16026.67,2524590.41,2023,ZCTA5 60645,48692,23234,6892,137,6903,2,5744,5780,0.4771625729072538,0.14154275856403517,0.14176866836441304,0.00281360387743366,4.1074509159615545e-5,0.11796599030641584,0.11870533147128892,51.84815595991128,51848.15595991128,73726,3.9674228197474566,11.208110797511461,0.5228374270927463
60646,14225.29,1047967.12,240519.46,29963.69,5597.71,0,7963.51,9199.94,36582.35,127160.96,-26556.6,1492623.43,2023,ZCTA5 60646,28770,22446,190,13,3503,0,992,1626,0.7801876955161626,0.00660410149461244,0.12175877650330204,4.518595759471672e-4,0,0.03448036148766076,0.05651720542231491,51.88124539450816,51881.245394508165,112283,3.968048746599464,11.628777749035867,0.21981230448383737
